,state,startdate,enddate,pollster,grade,samplesize,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,pop_type__a,pop_type__lv,pop_type__rv,pop_type__v
2168,California,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,2239.5,55.0,30.0,7.0,0.0,53.70253,30.61172,3.920829,0.0,0,1,0,0
2169,South Dakota,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,36.16,37.36,2.74,0.0,42.93576,46.16932,-0.6292695,0.0,0,1,0,0
2170,Texas,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,2052.0,41.0,47.0,8.0,0.0,39.6936,47.34826,5.034882,0.0,0,1,0,0
2171,Kansas,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,249.0,40.37,30.72,5.17,0.0,46.38495,39.62064,2.310239,0.0,0,1,0,0
2172,South Carolina,2016-09-02,2016-09-22,Ipsos,0.7777777777777777,309.0,42.92,49.66,7.381739907109681,0.0,42.99828,50.26554,4.659761409860664,0.0,0,1,0,0
2173,New Mexico,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,174.0,35.4,28.14,16.1,0.0,41.41684,37.04813,13.24024,0.0,0,1,0,0
2174,Ohio,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,2183.0,40.0,45.0,9.0,0.0,38.60278,46.56748,5.342578,0.0,0,1,0,0
2175,U.S.,2016-06-19,2016-06-24,National Journal,0.8888888888888888,1000.0,44.0,35.0,7.381739907109681,0.0,45.85244,40.90622,4.659761409860664,0.0,1,0,0,0
2176,Kentucky,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,434.0,31.0,58.0,8.0,0.0,29.6953,58.35518,5.034882,0.0,0,1,0,0
2177,Delaware,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,47.37,18.2,9.39,0.0,54.0506,26.81302,6.020731,0.0,0,1,0,0
2178,Arizona,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,1747.5,42.0,43.0,10.0,0.0,40.60712,44.62345,6.342578,0.0,0,1,0,0
2179,U.S.,2016-10-07,2016-10-13,CVOTER International,0.3333333333333333,1463.0,50.3,45.23,7.381739907109681,0.0,47.75671,43.32539,4.659761409860664,0.0,0,1,0,0
2180,U.S.,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,40816.0,47.0,41.0,6.0,0.0,45.69879,41.5935,2.920829,0.0,0,1,0,0
2181,Ohio,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,1572.0,42.0,45.0,8.0,0.0,40.71046,45.17442,5.145224,0.0,0,1,0,0
2182,Rhode Island,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,66.0,42.37,22.99,6.31,0.0,50.10333,32.0905,2.64211,0.0,0,1,0,0
2183,Oregon,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,649.0,52.0,33.0,9.0,0.0,50.61624,34.74089,5.342578,0.0,0,1,0,0
2184,Illinois,2016-07-11,2016-07-14,"Normington, Petts & Associates",0.3333333333333333,802.0,51.0,32.0,7.381739907109681,0.0,51.29732,34.1801,4.659761409860664,0.0,0,1,0,0
2185,Arizona,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,1327.0,42.0,43.0,8.0,0.0,40.71741,43.19677,5.145224,0.0,0,1,0,0
2186,Connecticut,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,500.0,51.0,39.0,4.0,0.0,49.72113,39.70229,0.9208293,0.0,0,1,0,0
2187,Michigan,2016-10-18,2016-10-18,Mitchell Research & Communications,0.0,1116.0,51.0,38.0,6.0,0.0,49.91016,39.73989,4.511667,0.0,0,1,0,0
2188,Indiana,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,677.5,38.24,32.72,7.76,0.0,43.83196,41.36505,5.193306,0.0,0,1,0,0
2189,Arizona,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1463.0,43.0,44.0,8.0,0.0,41.70814,44.40726,5.034882,0.0,0,1,0,0
2190,Pennsylvania,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,2508.5,48.0,42.0,6.0,0.0,46.59561,43.47523,2.342578,0.0,0,1,0,0
2191,Oklahoma,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,434.0,30.0,57.0,11.0,0.0,28.68676,57.53492,7.920829,0.0,0,1,0,0
2192,U.S.,2016-10-15,2016-10-21,USC Dornsife/LA Times,0.3333333333333333,3021.5,44.1,44.35,7.381739907109681,0.0,45.11826,42.93105,4.659761409860664,0.0,0,1,0,0
2193,Texas,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,2433.5,40.0,47.0,8.0,0.0,38.59772,48.50249,4.342578,0.0,0,1,0,0
2194,Georgia,2016-08-17,2016-08-17,Opinion Savvy/InsiderAdvantage,0.1111111111111111,738.0,42.8,43.0,10.8,0.0,43.71614,46.34087,6.649107,0.0,0,1,0,0
2195,Kentucky,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,372.5,37.76,56.38,7.381739907109681,0.0,37.74945,57.00526,4.659761409860664,0.0,0,1,0,0
2196,Virginia,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,525.0,40.76,28.22,8.59,0.0,46.3554,36.88972,6.023306,0.0,0,1,0,0
2197,Connecticut,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,309.0,44.26,26.17,6.01,0.0,50.3132,35.22253,3.150239,0.0,0,1,0,0
2198,Louisiana,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,207.0,22.83,49.2,4.46,0.0,28.72311,57.61677,1.600239,0.0,0,1,0,0
2199,U.S.,2016-10-20,2016-10-22,The Times-Picayune/Lucid,0.3333333333333333,2615.0,43.0,37.0,7.0,0.0,43.32373,41.73032,4.322022,0.0,0,1,0,0
2200,Alabama,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,309.0,37.02,55.52,7.381739907109681,0.0,36.83331,55.88507,4.659761409860664,0.0,0,1,0,0
2201,New York,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,1463.0,57.0,32.0,5.0,0.0,55.60523,33.59914,1.342578,0.0,0,1,0,0
2202,Virginia,2016-06-10,2016-06-22,Evolving Strategies,0.3333333333333333,618.0,43.0,35.0,11.0,0.0,45.88717,40.66264,5.015921,0.0,0,1,0,0
2203,Maine,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,286.0,45.01,33.56,7.381739907109681,0.0,44.50168,33.66845,4.659761409860664,0.0,0,1,0,0
2204,Tennessee,2016-07-25,2016-07-27,icitizen,0.3333333333333333,525.0,30.0,47.0,7.0,0.0,35.2697,52.37707,2.936618,0.0,0,0,1,0
2205,Colorado,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,500.0,42.95,23.66,11.42,0.0,48.58906,32.64211,8.853307,0.0,0,1,0,0
2206,Arizona,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,525.0,40.02,30.69,7.81,0.0,45.64157,39.54695,5.243306,0.0,0,1,0,0
2207,Iowa,2016-06-10,2016-06-22,Evolving Strategies,0.3333333333333333,600.0,38.0,36.0,16.0,0.0,40.15161,43.07309,10.01592,0.0,0,1,0,0
2208,Ohio,2016-07-22,2016-07-24,Public Policy Polling,0.6666666666666665,1327.0,39.0,42.0,6.0,0.0,43.40358,44.77978,3.301213,0.0,0,0,0,1
2209,Colorado,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,1415.0,43.0,40.0,11.0,0.0,41.72822,40.23154,8.145224,0.0,0,1,0,0
2210,North Dakota,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,22.78,45.48,12.0,0.0,29.64619,54.47583,8.630731,0.0,0,1,0,0
2211,California,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,2362.0,54.0,31.0,7.0,0.0,52.60553,32.60304,3.342578,0.0,0,1,0,0
2212,Colorado,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,1799.0,45.0,38.0,11.0,0.0,43.61389,39.71056,7.342578,0.0,0,1,0,0
2213,Pennsylvania,2016-07-31,2016-08-04,"Susquehanna Polling & Research, Inc.",0.4444444444444445,778.0,46.0,37.0,7.0,0.0,48.17228,41.79803,4.088108,0.0,0,1,0,0
2214,Pennsylvania,2016-10-15,2016-10-19,Google Consumer Surveys,0.5555555555555556,552.0,36.67,35.97,7.58,0.0,42.07568,44.29277,5.411139,0.0,0,1,0,0
2215,Pennsylvania,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,2127.0,49.0,41.0,6.0,0.0,47.68734,41.53773,2.920829,0.0,0,1,0,0
2216,Delaware,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,138.5,43.16,35.28,7.381739907109681,0.0,42.93594,35.57193,4.659761409860664,0.0,0,1,0,0
2217,Colorado,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1500.0,43.0,39.0,11.0,0.0,41.71861,39.44976,8.034882,0.0,0,1,0,0
2218,Idaho,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,174.0,27.19,42.68,8.17,0.0,33.95552,51.46819,4.800731,0.0,0,1,0,0
2219,Mississippi,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,207.0,38.2,49.22,7.381739907109681,0.0,38.61374,50.05608,4.659761409860664,0.0,0,1,0,0
2220,Texas,2016-06-13,2016-06-14,Leland Beatty,0.3333333333333333,1000.0,29.7,36.8,2.6,0.0,34.82417,44.17662,-0.0502645,0.0,0,0,1,0
2221,West Virginia,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,174.0,33.12,52.74,7.381739907109681,0.0,33.05637,53.21806,4.659761409860664,0.0,0,1,0,0
2222,Washington,2016-06-14,2016-06-15,Public Policy Polling,0.6666666666666665,677.5,49.0,37.0,7.381739907109681,0.0,48.77898,38.47954,4.659761409860664,0.0,0,1,0,0
2223,U.S.,2016-10-11,2016-10-13,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,1500.0,41.0,43.0,6.0,0.0,41.85599,46.39547,4.136017,0.0,0,1,0,0
2224,Michigan,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,600.0,33.6,33.62,6.68,0.0,39.21564,42.43457,4.113306,0.0,0,1,0,0
2225,North Carolina,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,552.0,35.61,38.39,5.17,0.0,41.18678,46.92646,2.603307,0.0,0,1,0,0
2226,Tennessee,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,403.0,33.28,43.35,7.75,0.0,39.24133,52.03771,4.890239,0.0,0,1,0,0
2227,Indiana,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,600.0,37.0,49.0,11.0,0.0,35.68743,49.53816,7.920829,0.0,0,1,0,0
2228,Wyoming,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,66.0,18.8,35.07,9.7,0.0,25.57183,43.8712,6.33073,0.0,0,1,0,0
2229,Iowa,2016-06-22,2016-06-23,Public Policy Polling,0.6666666666666665,915.0,41.0,39.0,7.381739907109681,0.0,41.40451,41.34805,4.659761409860664,0.0,0,0,0,1
2230,Georgia,2016-10-08,2016-10-16,SurveyMonkey,0.1111111111111111,875.0,45.0,41.0,9.0,0.0,43.83569,43.20445,4.409944,0.0,0,1,0,0
2231,Hawaii,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,552.0,51.0,25.0,7.0,0.0,53.45835,31.09535,-0.0117731,0.0,0,0,1,0
2232,Maryland,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,915.0,61.0,27.0,6.0,0.0,59.59983,28.6214,2.234497,0.0,0,1,0,0
2233,Oregon,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,618.0,51.0,36.0,7.0,0.0,49.71892,36.69152,3.920829,0.0,0,1,0,0
2234,Idaho,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,702.0,25.0,44.0,19.0,0.0,27.25565,49.78305,11.98823,0.0,0,0,1,0
2235,Michigan,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,1747.5,44.0,43.0,8.0,0.0,42.71375,43.18499,5.145224,0.0,0,1,0,0
2236,Maine,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,66.0,42.82,41.51,4.64,0.0,48.92751,50.77821,1.780239,0.0,0,1,0,0
2237,Vermont,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,552.0,45.0,24.0,11.0,0.0,47.5389,30.21944,3.988227,0.0,0,0,1,0
2238,Iowa,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,372.5,36.61,27.19,7.56,0.0,42.64523,36.17118,4.700239,0.0,0,1,0,0
2239,Wisconsin,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,1041.0,45.0,41.0,8.0,0.0,43.70962,41.64625,4.920829,0.0,0,1,0,0
2240,New Jersey,2016-05-31,2016-06-03,YouGov,0.5555555555555556,1192.0,49.0,34.0,7.381739907109681,0.0,50.73237,36.58319,4.659761409860664,0.0,0,1,0,0
2241,Texas,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,1949.0,42.0,46.0,7.0,0.0,40.69058,46.55351,3.920829,0.0,0,1,0,0
2242,Florida,2016-10-08,2016-10-16,SurveyMonkey,0.1111111111111111,1696.5,43.0,45.0,7.0,0.0,41.88479,47.5558,2.409944,0.0,0,1,0,0
2243,Maine CD-1,2016-06-15,2016-06-21,University of New Hampshire,0.6666666666666665,249.0,48.0,33.0,7.381739907109681,0.0,48.08424,36.49054,4.659761409860664,0.0,0,1,0,0
2244,U.S.,2016-10-06,2016-10-12,CVOTER International,0.3333333333333333,1415.0,50.45,44.72,7.381739907109681,0.0,47.95267,42.7845,4.659761409860664,0.0,0,1,0,0
2245,U.S.,2016-10-14,2016-10-20,USC Dornsife/LA Times,0.3333333333333333,3021.5,43.76,44.52,7.381739907109681,0.0,44.7719,43.18764,4.659761409860664,0.0,0,1,0,0
2246,Nebraska,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,249.0,31.87,36.58,6.88,0.0,38.60577,45.30681,3.510731,0.0,0,1,0,0
2247,Florida,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,2729.0,47.0,44.0,5.0,0.0,45.70834,44.16762,2.145224,0.0,0,1,0,0
2248,Arkansas,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,500.0,33.0,54.0,9.0,0.0,31.60171,55.64648,5.234497,0.0,0,1,0,0
2249,Alabama,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,372.5,22.51,53.8,4.17,0.0,28.38395,62.14067,1.310239,0.0,0,1,0,0
2250,Oklahoma,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,249.0,28.99,39.64,10.83,0.0,35.62068,48.15004,7.460731,0.0,0,1,0,0
2251,North Carolina,2016-08-15,2016-08-17,Gravis Marketing,0.4444444444444445,738.0,38.0,39.0,10.0,0.0,39.69284,42.62025,6.766784,0.0,0,0,1,0
2252,Missouri,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,403.0,36.06,47.69,7.381739907109681,0.0,35.49701,47.75835,4.659761409860664,0.0,0,1,0,0
2253,Maine,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,372.5,51.0,35.0,6.0,0.0,49.63356,37.07306,2.234497,0.0,0,1,0,0
2254,North Carolina,2016-10-26,2016-11-01,SurveyMonkey,0.1111111111111111,1611.0,49.0,42.0,7.0,0.0,47.68972,42.10773,4.145224,0.0,0,1,0,0
2255,California,2016-09-27,2016-09-28,SurveyUSA,0.8888888888888888,738.0,59.0,33.0,3.0,0.0,59.34812,34.74614,0.6568051,0.0,0,1,0,0
2256,Idaho,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,174.0,27.39,59.62,7.381739907109681,0.0,26.75705,59.53814,4.659761409860664,0.0,0,1,0,0
2257,North Carolina,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,2001.0,48.0,43.0,7.0,0.0,46.5898,44.4004,3.342578,0.0,0,1,0,0
2258,Maryland,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,465.0,51.84,32.73,7.381739907109681,0.0,51.79413,33.30909,4.659761409860664,0.0,0,1,0,0
2259,Tennessee,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,465.0,39.0,51.0,5.0,0.0,37.69095,51.55531,1.920829,0.0,0,1,0,0
2260,Michigan,2016-09-30,2016-10-06,Ipsos,0.7777777777777777,403.0,44.75,38.18,7.381739907109681,0.0,43.37325,38.77304,4.659761409860664,0.0,0,1,0,0
2261,Arkansas,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,309.0,41.3,49.92,7.381739907109681,0.0,41.14116,50.26684,4.659761409860664,0.0,0,1,0,0
2262,Arizona,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,1327.0,43.0,43.0,8.0,0.0,41.70496,43.62354,4.920829,0.0,0,1,0,0
2263,U.S.,2016-07-29,2016-07-30,Public Policy Polling,0.6666666666666665,1290.0,46.0,41.0,6.0,0.0,47.53856,44.69239,3.605142,0.0,0,1,0,0
2264,U.S.,2016-09-30,2016-10-02,Morning Consult,0.3333333333333333,1799.0,42.0,36.0,9.0,0.0,44.6387,40.46752,4.911201,0.0,0,1,0,0
2265,New Jersey,2016-09-23,2016-09-29,Ipsos,0.7777777777777777,552.0,46.68,34.18,7.381739907109681,0.0,47.04646,35.596,4.659761409860664,0.0,0,1,0,0
2266,U.S.,2016-07-29,2016-07-31,CNN/Opinion Research Corp.,0.7777777777777777,875.0,45.0,37.0,9.0,0.0,47.5765,41.11636,4.591085,0.0,0,0,1,0
2267,South Carolina,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,286.0,31.38,45.47,5.24,0.0,37.27208,53.88271,2.380239,0.0,0,1,0,0
2268,Wisconsin,2016-10-10,2016-10-14,Google Consumer Surveys,0.5555555555555556,677.5,42.17,27.33,6.54,0.0,47.79945,36.24334,3.973306,0.0,0,1,0,0
2269,Florida,2016-09-30,2016-10-06,Ipsos,0.7777777777777777,1000.0,48.55,43.74,7.381739907109681,0.0,48.25473,45.37576,4.659761409860664,0.0,0,1,0,0
2270,Nevada,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,341.0,42.38,43.73,7.381739907109681,0.0,41.99263,43.86728,4.659761409860664,0.0,0,1,0,0
2271,Ohio,2016-06-10,2016-06-22,Evolving Strategies,0.3333333333333333,618.0,41.0,34.0,15.0,0.0,42.97788,40.80343,9.015921,0.0,0,1,0,0
2272,U.S.,2016-10-10,2016-10-12,Rasmussen Reports/Pulse Opinion Research,0.3333333333333333,1500.0,41.0,43.0,6.0,0.0,41.9192,46.40341,4.073167,0.0,0,1,0,0
2273,District of Columbia,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,66.0,66.53,15.3,0.0,0.0,74.26517,24.40308,-3.66789,0.0,0,1,0,0
2274,Ohio,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,1572.0,41.0,44.0,9.0,0.0,39.6983,44.59113,5.920829,0.0,0,1,0,0
2275,Alabama,2016-09-02,2016-09-22,Ipsos,0.7777777777777777,403.0,39.35,53.12,7.381739907109681,0.0,39.24845,53.53003,4.659761409860664,0.0,0,1,0,0
2276,North Dakota,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,66.0,26.63,49.28,14.54,0.0,34.14228,58.06833,10.87211,0.0,0,1,0,0
2277,North Carolina,2016-09-30,2016-10-06,Ipsos,0.7777777777777777,341.0,44.16,43.09,7.381739907109681,0.0,43.34534,44.07275,4.659761409860664,0.0,0,1,0,0
2278,Oregon,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,372.5,48.54,23.82,7.77,0.0,54.58647,32.8458,4.910239,0.0,0,1,0,0
2279,North Carolina,2016-06-10,2016-06-22,Evolving Strategies,0.3333333333333333,600.0,44.0,37.0,10.0,0.0,45.77399,43.48695,4.015921,0.0,0,1,0,0
2280,Pennsylvania,2016-06-10,2016-06-22,Evolving Strategies,0.3333333333333333,600.0,46.0,32.0,13.0,0.0,47.86531,38.6287,7.015921,0.0,0,1,0,0
2281,Michigan,2016-07-30,2016-08-01,"Glengariff Group, Inc.",0.5555555555555556,600.0,41.0,31.6,7.5,0.0,44.41816,37.89532,3.334155,0.0,0,1,0,0
2282,Nevada,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,956.0,44.0,44.0,10.0,0.0,42.60715,45.71932,6.234497,0.0,0,1,0,0
2283,U.S.,2016-07-12,2016-07-15,icitizen,0.3333333333333333,1000.0,39.0,35.0,9.0,0.0,43.49173,41.89666,4.968355,0.0,0,0,1,0
2284,Maryland,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,372.5,48.14,25.89,4.95,0.0,54.09355,34.54679,2.090239,0.0,0,1,0,0
2285,U.S.,2016-10-19,2016-10-21,The Times-Picayune/Lucid,0.3333333333333333,2433.5,43.0,37.0,7.0,0.0,43.33401,41.87731,4.191071,0.0,0,1,0,0
2286,Wyoming,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,66.0,17.78,45.91,11.77,0.0,25.1625,54.51507,8.102111,0.0,0,1,0,0
2287,New Mexico,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,138.5,48.94,39.69,7.381739907109681,0.0,45.83335,37.13085,4.659761409860664,0.0,0,1,0,0
2288,New Jersey,2016-06-22,2016-06-26,Fairleigh Dickinson University (PublicMind),0.8888888888888888,341.0,44.0,32.0,9.0,0.0,47.82474,38.40079,4.329174,0.0,0,0,1,0
2289,Georgia,2016-09-23,2016-09-29,Ipsos,0.7777777777777777,309.0,38.11,50.98,7.381739907109681,0.0,37.49873,51.25552,4.659761409860664,0.0,0,1,0,0
2290,Illinois,2016-07-14,2016-07-16,Victory Research,0.3333333333333333,1192.0,51.0,34.0,7.0,0.0,53.22219,36.72815,3.85702,0.0,0,1,0,0
2291,Colorado,2016-10-24,2016-10-30,SurveyMonkey,0.1111111111111111,1415.0,44.0,39.0,11.0,0.0,42.71531,39.67397,7.920829,0.0,0,1,0,0
2292,New Hampshire,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,174.0,47.21,41.25,7.381739907109681,0.0,46.67606,41.35907,4.659761409860664,0.0,0,1,0,0
2293,U.S.,2016-10-13,2016-10-19,USC Dornsife/LA Times,0.3333333333333333,3021.5,43.76,44.41,7.381739907109681,0.0,44.76119,43.14509,4.659761409860664,0.0,0,1,0,0
2294,Florida,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,2868.0,46.0,45.0,5.0,0.0,44.69936,45.37164,2.034882,0.0,0,1,0,0
2295,Maine CD-2,2016-06-15,2016-06-21,University of New Hampshire,0.6666666666666665,207.0,36.0,37.0,7.381739907109681,0.0,35.35289,39.6472,4.659761409860664,0.0,0,1,0,0
2296,Ohio,2016-09-30,2016-10-06,Ipsos,0.7777777777777777,618.0,46.21,42.56,7.381739907109681,0.0,45.09766,43.39387,4.659761409860664,0.0,0,1,0,0
2297,South Dakota,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,101.0,29.11,31.07,11.86,0.0,36.49792,39.68271,8.19211,0.0,0,1,0,0
2298,Michigan,2016-10-18,2016-10-26,SurveyMonkey,0.1111111111111111,1949.0,43.0,40.0,8.0,0.0,41.60483,41.59396,4.342578,0.0,0,1,0,0
2299,Kansas,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,341.0,34.4,53.56,7.381739907109681,0.0,33.33562,53.04168,4.659761409860664,0.0,0,1,0,0
2300,Maine,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,66.0,36.31,28.63,17.14,0.0,43.90243,37.53151,13.47211,0.0,0,1,0,0
2301,Delaware,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,101.0,25.92,23.36,12.39,0.0,33.17704,31.78789,8.722111,0.0,0,1,0,0
2302,Oregon,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,434.0,48.42,37.65,7.381739907109681,0.0,48.02486,37.96526,4.659761409860664,0.0,0,1,0,0
2303,U.S.,2016-10-05,2016-10-11,CVOTER International,0.3333333333333333,1367.0,50.63,44.22,7.381739907109681,0.0,48.17209,42.25395,4.659761409860664,0.0,0,1,0,0
2304,Alaska,2016-09-21,2016-09-26,Google Consumer Surveys,0.5555555555555556,66.0,28.37,37.74,9.92,0.0,35.82161,46.44265,6.25211,0.0,0,1,0,0
2305,Massachusetts,2016-10-04,2016-10-09,Google Consumer Surveys,0.5555555555555556,403.0,52.75,19.79,6.19,0.0,58.90614,29.25133,3.330239,0.0,0,1,0,0
2306,U.S.,2016-06-08,2016-06-08,SurveyUSA,0.8888888888888888,1415.0,39.0,36.0,6.0,0.0,41.63177,40.94226,2.502394,0.0,0,0,1,0
2307,Nebraska,2016-10-17,2016-10-25,SurveyMonkey,0.1111111111111111,465.0,33.0,52.0,10.0,0.0,31.6112,53.77361,6.234497,0.0,0,1,0,0
2308,Mississippi,2016-09-27,2016-10-03,Google Consumer Surveys,0.5555555555555556,207.0,24.3,45.98,4.84,0.0,30.75401,54.12563,1.470731,0.0,0,1,0,0
2309,Michigan,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1645.0,43.0,42.0,8.0,0.0,41.70459,42.39288,5.034882,0.0,0,1,0,0
2310,Arizona,2016-08-01,2016-08-01,MBQF,0.3333333333333333,1000.0,45.0,42.0,4.0,0.0,45.7349,46.61325,1.577425,0.0,0,1,0,0
2311,New York,2016-09-23,2016-09-29,Ipsos,0.7777777777777777,649.0,49.34,29.05,7.381739907109681,0.0,49.4287,30.16884,4.659761409860664,0.0,0,1,0,0
2312,North Carolina,2016-10-25,2016-10-31,SurveyMonkey,0.1111111111111111,1572.0,47.0,44.0,7.0,0.0,45.68132,44.29845,4.034882,0.0,0,1,0,0
2313,Minnesota,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,2052.0,41.0,34.0,15.0,0.0,43.26339,39.79499,7.988227,0.0,0,0,1,0
2314,Tennessee,2016-09-16,2016-09-29,Ipsos,0.7777777777777777,500.0,35.1,47.07,7.381739907109681,0.0,35.18853,47.79065,4.659761409860664,0.0,0,1,0,0
2315,Maine,2016-08-09,2016-09-01,SurveyMonkey,0.1111111111111111,702.0,37.0,34.0,15.0,0.0,39.52507,40.19814,7.988227,0.0,0,0,1,0
2316,Michigan,2016-10-11,2016-10-11,Mitchell Research & Communications,0.0,1415.0,47.0,37.0,7.0,0.0,46.20277,39.21283,4.964575,0.0,0,1,0,0
2317,Pennsylvania,2016-09-30,2016-10-06,Ipsos,0.7777777777777777,465.0,49.34,42.79,7.381739907109681,0.0,48.46591,43.77997,4.659761409860664,0.0,0,1,0,0
2318,Pennsylvania,2016-07-29,2016-08-01,Franklin & Marshall College,0.6666666666666665,403.0,49.0,36.0,5.0,0.0,50.47023,41.74585,1.761817,0.0,0,1,0,0
2319,District of Columbia,2016-09-14,2016-09-20,Google Consumer Surveys,0.5555555555555556,66.0,43.22,28.46,9.39,0.0,51.30641,37.66285,5.481606,0.0,0,1,0,0
2320,Nebraska,2016-09-09,2016-09-29,Ipsos,0.7777777777777777,207.0,32.71,51.19,7.381739907109681,0.0,32.3198,51.33859,4.659761409860664,0.0,0,1,0,0
2321,U.S.,2016-07-22,2016-07-24,Penn Schoen Berland,0.4444444444444445,1000.0,41.0,44.0,6.0,0.0,45.92683,46.23586,3.177455,0.0,0,1,0,0
